frame_name,gt_name,width,height,time_sec,gflops,e1,ns1,streak_area,percentage_streak_area,psnr_db,ssim
frame_000000.png,frame_000000.png,1280,720,6.245374,8.725018,0.647045,0.000000,0.000000,0.000000,Inf,1.000000
frame_000001.png,frame_000000.png,1280,720,1.777247,8.725018,0.647045,0.000000,0.000000,0.000000,Inf,1.000000
frame_000002.png,frame_000000.png,1280,720,1.846788,8.725018,0.678017,0.003564,0.108140,10.814019,27.939116,0.945020
frame_000003.png,frame_000000.png,1280,720,2.115951,8.725018,0.678017,0.003564,0.108140,10.814019,27.939116,0.945020
frame_000004.png,frame_000000.png,1280,720,1.498926,8.725018,0.678272,0.004213,0.124969,12.496853,25.911009,0.928199
frame_000005.png,frame_000000.png,1280,720,2.708822,8.725018,0.678272,0.004213,0.124969,12.496853,25.911009,0.928199
frame_000006.png,frame_000000.png,1280,720,1.641904,8.725018,0.683805,0.004408,0.134470,13.447049,25.930678,0.927550
frame_000007.png,frame_000000.png,1280,720,1.655282,8.725018,0.683805,0.004408,0.134470,13.447049,25.930678,0.927550
frame_000008.png,frame_000000.png,1280,720,1.685635,8.725018,0.678089,0.005294,0.129684,12.968424,25.356884,0.920811
frame_000009.png,frame_000000.png,1280,720,1.799741,8.725018,0.678089,0.005294,0.129684,12.968424,25.356884,0.920811
frame_000010.png,frame_000000.png,1280,720,1.772010,8.725018,0.693230,0.005687,0.156319,15.631944,25.857280,0.923388
frame_000011.png,frame_000000.png,1280,720,1.729477,8.725018,0.693230,0.005687,0.156319,15.631944,25.857280,0.923388
frame_000012.png,frame_000000.png,1280,720,1.849263,8.725018,0.693111,0.005648,0.158832,15.883247,26.049491,0.927709
frame_000013.png,frame_000000.png,1280,720,1.835146,8.725018,0.693111,0.005648,0.158832,15.883247,26.049491,0.927709
frame_000014.png,frame_000000.png,1280,720,1.767796,8.725018,0.701113,0.005146,0.166029,16.602865,26.667888,0.928329
frame_000015.png,frame_000000.png,1280,720,1.799144,8.725018,0.701113,0.005146,0.166029,16.602865,26.667888,0.928329
frame_000016.png,frame_000000.png,1280,720,1.942979,8.725018,0.689158,0.005824,0.174898,17.489800,26.586390,0.926333
frame_000017.png,frame_000000.png,1280,720,2.524403,8.725018,0.689158,0.005824,0.174898,17.489800,26.586390,0.926333
frame_000018.png,frame_000000.png,1280,720,2.071311,8.725018,0.704482,0.007933,0.191428,19.142795,26.166076,0.923222
frame_000019.png,frame_000000.png,1280,720,1.848335,8.725018,0.704482,0.007933,0.191428,19.142795,26.166076,0.923222
frame_000020.png,frame_000000.png,1280,720,2.093453,8.725018,0.702006,0.008452,0.192576,19.257595,25.847032,0.923109
frame_000021.png,frame_000000.png,1280,720,1.882416,8.725018,0.702006,0.008452,0.192576,19.257595,25.847032,0.923109
frame_000022.png,frame_000000.png,1280,720,1.833229,8.725018,0.702417,0.008822,0.194399,19.439887,25.786346,0.920053
frame_000023.png,frame_000000.png,1280,720,3.251182,8.725018,0.702417,0.008822,0.194399,19.439887,25.786346,0.920053
frame_000024.png,frame_000000.png,1280,720,1.933530,8.725018,0.693897,0.008963,0.188096,18.809570,25.470212,0.920685
frame_000025.png,frame_000000.png,1280,720,1.691471,8.725018,0.693897,0.008963,0.188096,18.809570,25.470212,0.920685
frame_000026.png,frame_000000.png,1280,720,1.758073,8.725018,0.708181,0.008930,0.200527,20.052734,25.818742,0.925130
frame_000027.png,frame_000000.png,1280,720,1.855034,8.725018,0.708181,0.008930,0.200527,20.052734,25.818742,0.925130
frame_000028.png,frame_000000.png,1280,720,1.369948,8.725018,0.706350,0.008504,0.198530,19.852973,25.760565,0.926040
frame_000029.png,frame_000000.png,1280,720,1.353102,8.725018,0.706350,0.008504,0.198530,19.852973,25.760565,0.926040
frame_000030.png,frame_000000.png,1280,720,1.345741,8.725018,0.715763,0.008639,0.203729,20.372938,25.554692,0.924813
frame_000031.png,frame_000000.png,1280,720,1.355036,8.725018,0.715763,0.008639,0.203729,20.372938,25.554692,0.924813
frame_000032.png,frame_000000.png,1280,720,1.580014,8.725018,0.670376,0.007466,0.205723,20.572266,25.687574,0.925166
frame_000033.png,frame_000000.png,1280,720,1.373752,8.725018,0.670376,0.007466,0.205723,20.572266,25.687574,0.925166
frame_000034.png,frame_000000.png,1280,720,1.429781,8.725018,0.709808,0.008996,0.209295,20.929470,25.281372,0.919614
frame_000035.png,frame_000000.png,1280,720,1.492705,8.725018,0.709808,0.008996,0.209295,20.929470,25.281372,0.919614
frame_000036.png,frame_000000.png,1280,720,1.351132,8.725018,0.708560,0.008431,0.206688,20.668837,25.478124,0.921468
frame_000037.png,frame_000000.png,1280,720,1.343792,8.725018,0.708560,0.008431,0.206688,20.668837,25.478124,0.921468
frame_000038.png,frame_000000.png,1280,720,1.344571,8.725018,0.711315,0.009311,0.208822,20.882161,25.211285,0.919850
frame_000039.png,frame_000000.png,1280,720,1.385445,8.725018,0.711315,0.009311,0.208822,20.882161,25.211285,0.919850
frame_000040.png,frame_000000.png,1280,720,1.291212,8.725018,0.636033,0.010008,0.130578,13.057834,24.642560,0.915739
frame_000041.png,frame_000000.png,1280,720,1.272062,8.725018,0.636033,0.010008,0.130578,13.057834,24.642560,0.915739
frame_000042.png,frame_000000.png,1280,720,1.378547,8.725018,0.710908,0.009755,0.208178,20.817817,24.704717,0.914443
frame_000043.png,frame_000000.png,1280,720,1.348562,8.725018,0.710908,0.009755,0.208178,20.817817,24.704717,0.914443
frame_000044.png,frame_000000.png,1280,720,1.424548,8.725018,0.704199,0.009251,0.201136,20.113607,24.683805,0.917908
frame_000045.png,frame_000000.png,1280,720,1.360943,8.725018,0.704199,0.009251,0.201136,20.113607,24.683805,0.917908
frame_000046.png,frame_000000.png,1280,720,1.343704,8.725018,0.721023,0.009452,0.212791,21.279080,24.962838,0.920652
frame_000047.png,frame_000000.png,1280,720,1.354902,8.725018,0.721023,0.009452,0.212791,21.279080,24.962838,0.920652
frame_000048.png,frame_000000.png,1280,720,1.356861,8.725018,0.721745,0.009361,0.221718,22.171766,24.780697,0.918192
